aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,nb_of_pages_already_retrieved,totalPages,completion,totalFlights,response,message,timestamp
,,,,,,CDG,,,,,AGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=54.0&response=<Response [200]>&timestamp=2025-11-09T18:32:58.529809&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=54.0&response=<Response [200]>&timestamp=2025-11-09T18:32:58.529809&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=54.0&response=<Response [200]>&timestamp=2025-11-09T18:32:58.529809,1.0,1.0,100.0,54.0,<Response [200]>,,2025-11-09T18:32:58.529809
,,,,,,LYS,,,,,AGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=23.0&response=<Response [200]>&timestamp=2025-11-09T18:33:44.464653&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=23.0&response=<Response [200]>&timestamp=2025-11-09T18:33:44.464653&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=23.0&response=<Response [200]>&timestamp=2025-11-09T18:33:44.464653,1.0,1.0,100.0,23.0,<Response [200]>,,2025-11-09T18:33:44.464653
,,,,,,ORY,,,,,AGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=7.0&totalPages=7.0&completion=100.0&totalFlights=690.0&response=<Response [200]>&timestamp=2025-11-09T18:34:01.863128&nb_of_pages_already_retrieved=7.0&totalPages=7.0&completion=100.0&totalFlights=690.0&response=<Response [200]>&timestamp=2025-11-09T18:34:01.863128&nb_of_pages_already_retrieved=7.0&totalPages=7.0&completion=100.0&totalFlights=690.0&response=<Response [200]>&timestamp=2025-11-09T18:34:01.863128,7.0,7.0,100.0,690.0,<Response [200]>,,2025-11-09T18:34:01.863128
,,,,,,NTE,,,,,AGP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NTE&origin=AGP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=NTE&origin=AGP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=NTE&origin=AGP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=NTE&origin=AGP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=1.0&response=<Response [200]>&timestamp=2025-11-09T18:33:57.816083&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=1.0&response=<Response [200]>&timestamp=2025-11-09T18:33:57.816083&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=1.0&response=<Response [200]>&timestamp=2025-11-09T18:33:57.816083,1.0,1.0,100.0,1.0,<Response [200]>,,2025-11-09T18:33:57.816083
,,,,,,CDG,,,,,ALG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=21.0&totalPages=21.0&completion=100.0&totalFlights=2039.0&response=<Response [200]>&timestamp=2025-11-09T18:34:19.707353&nb_of_pages_already_retrieved=21.0&totalPages=21.0&completion=100.0&totalFlights=2039.0&response=<Response [200]>&timestamp=2025-11-09T18:34:19.707353&nb_of_pages_already_retrieved=21.0&totalPages=21.0&completion=100.0&totalFlights=2039.0&response=<Response [200]>&timestamp=2025-11-09T18:34:19.707353,21.0,21.0,100.0,2039.0,<Response [200]>,,2025-11-09T18:34:19.707353
,,,,,,FCO,,,,,ALG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FCO&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=FCO&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=FCO&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=FCO&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=159.0&response=<Response [200]>&timestamp=2025-11-09T18:34:42.123893&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=159.0&response=<Response [200]>&timestamp=2025-11-09T18:34:42.123893&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=159.0&response=<Response [200]>&timestamp=2025-11-09T18:34:42.123893,2.0,2.0,100.0,159.0,<Response [200]>,,2025-11-09T18:34:42.123893
,,,,,,LYS,,,,,ALG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=93.0&response=<Response [200]>&timestamp=2025-11-09T18:33:06.587196&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=93.0&response=<Response [200]>&timestamp=2025-11-09T18:33:06.587196&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=93.0&response=<Response [200]>&timestamp=2025-11-09T18:33:06.587196,1.0,1.0,100.0,93.0,<Response [200]>,,2025-11-09T18:33:06.587196
,,,,,,NCE,,,,,ALG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NCE&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=NCE&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=NCE&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=1.0&timestamp=2025-11-09T18:32:12.503459&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=1.0&timestamp=2025-11-09T18:32:12.503459,1.0,1.0,100.0,1.0,,,2025-11-09T18:32:12.503459
,,,,,,ORY,,,,,ALG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=ALG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=14.0&totalPages=14.0&completion=100.0&totalFlights=1309.0&response=<Response [200]>&timestamp=2025-11-09T18:34:42.275679&nb_of_pages_already_retrieved=14.0&totalPages=14.0&completion=100.0&totalFlights=1309.0&response=<Response [200]>&timestamp=2025-11-09T18:34:42.275679&nb_of_pages_already_retrieved=14.0&totalPages=14.0&completion=100.0&totalFlights=1309.0&response=<Response [200]>&timestamp=2025-11-09T18:34:42.275679,14.0,14.0,100.0,1309.0,<Response [200]>,,2025-11-09T18:34:42.275679
,,,,,,AMS,,,,,AMM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=78.0&response=<Response [200]>&timestamp=2025-11-09T18:32:56.256085&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=78.0&response=<Response [200]>&timestamp=2025-11-09T18:32:56.256085&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=78.0&response=<Response [200]>&timestamp=2025-11-09T18:32:56.256085,1.0,1.0,100.0,78.0,<Response [200]>,,2025-11-09T18:32:56.256085
,,,,,,CDG,,,,,AMM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=AMM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=155.0&response=<Response [200]>&timestamp=2025-11-09T18:34:35.881422&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=155.0&response=<Response [200]>&timestamp=2025-11-09T18:34:35.881422&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=155.0&response=<Response [200]>&timestamp=2025-11-09T18:34:35.881422,2.0,2.0,100.0,155.0,<Response [200]>,,2025-11-09T18:34:35.881422
,,,,,,ACC,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ACC&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ACC&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ACC&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ACC&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=153.0&response=<Response [200]>&timestamp=2025-11-09T18:34:36.633359&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=153.0&response=<Response [200]>&timestamp=2025-11-09T18:34:36.633359&nb_of_pages_already_retrieved=2.0&totalPages=2.0&completion=100.0&totalFlights=153.0&response=<Response [200]>&timestamp=2025-11-09T18:34:36.633359,2.0,2.0,100.0,153.0,<Response [200]>,,2025-11-09T18:34:36.633359
,,,,,,ADB,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ADB&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ADB&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ADB&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ADB&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=3.0&totalPages=3.0&completion=100.0&totalFlights=209.0&response=<Response [200]>&timestamp=2025-11-09T18:34:32.604167&nb_of_pages_already_retrieved=3.0&totalPages=3.0&completion=100.0&totalFlights=209.0&response=<Response [200]>&timestamp=2025-11-09T18:34:32.604167&nb_of_pages_already_retrieved=3.0&totalPages=3.0&completion=100.0&totalFlights=209.0&response=<Response [200]>&timestamp=2025-11-09T18:34:32.604167,3.0,3.0,100.0,209.0,<Response [200]>,,2025-11-09T18:34:32.604167
,,,,,,AGA,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AGA&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AGA&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AGA&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AGA&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=70.0&response=<Response [200]>&timestamp=2025-11-09T18:32:39.075561&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=70.0&response=<Response [200]>&timestamp=2025-11-09T18:32:39.075561&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=70.0&response=<Response [200]>&timestamp=2025-11-09T18:32:39.075561,1.0,1.0,100.0,70.0,<Response [200]>,,2025-11-09T18:32:39.075561
,,,,,,AMM,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMM&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMM&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMM&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMM&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=78.0&response=<Response [200]>&timestamp=2025-11-09T18:32:57.645533&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=78.0&response=<Response [200]>&timestamp=2025-11-09T18:32:57.645533&nb_of_pages_already_retrieved=1.0&totalPages=1.0&completion=100.0&totalFlights=78.0&response=<Response [200]>&timestamp=2025-11-09T18:32:57.645533,1.0,1.0,100.0,78.0,<Response [200]>,,2025-11-09T18:32:57.645533
