aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message
,,,,,,CPH,,,,,AAL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=AAL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AAL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AAL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AAL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=10.0&totalFlights=916.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.276491&totalPages=10.0&totalFlights=916.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.276491&totalPages=10.0&totalFlights=916.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.276491,10.0,916.0,10.0,100.0,<Response [200]>,2025-11-02T13:40:39.276491,
,,,,,,CPH,,,,,AAR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=AAR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AAR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AAR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AAR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=6.0&totalFlights=550.0&nb_of_pages_already_retrieved=6.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.300467&totalPages=6.0&totalFlights=550.0&nb_of_pages_already_retrieved=6.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.300467&totalPages=6.0&totalFlights=550.0&nb_of_pages_already_retrieved=6.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.300467,6.0,550.0,6.0,100.0,<Response [200]>,2025-11-02T13:40:39.300467,
,,,,,,AMS,,,,,ABZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=8.0&totalFlights=761.0&nb_of_pages_already_retrieved=8.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.758650&totalPages=8.0&totalFlights=761.0&nb_of_pages_already_retrieved=8.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.758650&totalPages=8.0&totalFlights=761.0&nb_of_pages_already_retrieved=8.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.758650,8.0,761.0,8.0,100.0,<Response [200]>,2025-11-02T13:40:56.758650,
,,,,,,BGO,,,,,ABZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BGO&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BGO&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BGO&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BGO&origin=ABZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=128.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:41:01.589009&totalPages=2.0&totalFlights=128.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:41:01.589009&totalPages=2.0&totalFlights=128.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:41:01.589009,2.0,128.0,2.0,100.0,<Response [200]>,2025-11-02T13:41:01.589009,
,,,,,,AMS,,,,,ACE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=109.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.782066&totalPages=2.0&totalFlights=109.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.782066&totalPages=2.0&totalFlights=109.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.782066,2.0,109.0,2.0,100.0,<Response [200]>,2025-11-02T13:40:56.782066,
,,,,,,CDG,,,,,ACE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=1.0&totalFlights=97.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:36.182955&totalPages=1.0&totalFlights=97.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:36.182955&totalPages=1.0&totalFlights=97.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:36.182955,1.0,97.0,1.0,100.0,<Response [200]>,2025-11-02T13:40:36.182955,
,,,,,,MAD,,,,,ACE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=MAD&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=MAD&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=MAD&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=1.0&totalFlights=72.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:45.835910&totalPages=1.0&totalFlights=72.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:45.835910&totalPages=1.0&totalFlights=72.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:45.835910,1.0,72.0,1.0,100.0,<Response [200]>,2025-11-02T13:40:45.835910,
,,,,,,ORY,,,,,ACE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=102.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:48.290002&totalPages=2.0&totalFlights=102.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:48.290002&totalPages=2.0&totalFlights=102.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:48.290002,2.0,102.0,2.0,100.0,<Response [200]>,2025-11-02T13:40:48.290002,
,,,,,,AMS,,,,,AES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=4.0&totalFlights=305.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.807763&totalPages=4.0&totalFlights=305.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.807763&totalPages=4.0&totalFlights=305.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:56.807763,4.0,305.0,4.0,100.0,<Response [200]>,2025-11-02T13:40:56.807763,
,,,,,,BGO,,,,,AES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BGO&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BGO&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BGO&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BGO&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=4.0&totalFlights=308.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:41:01.612041&totalPages=4.0&totalFlights=308.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:41:01.612041&totalPages=4.0&totalFlights=308.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:41:01.612041,4.0,308.0,4.0,100.0,<Response [200]>,2025-11-02T13:41:01.612041,
,,,,,,CPH,,,,,AES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=1.0&totalFlights=54.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.320820&totalPages=1.0&totalFlights=54.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.320820&totalPages=1.0&totalFlights=54.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:39.320820,1.0,54.0,1.0,100.0,<Response [200]>,2025-11-02T13:40:39.320820,
,,,,,,OSL,,,,,AES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OSL&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=OSL&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=OSL&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=OSL&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=5.0&totalFlights=444.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:50.713149&totalPages=5.0&totalFlights=444.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:50.713149&totalPages=5.0&totalFlights=444.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-02T13:40:50.713149,5.0,444.0,5.0,100.0,<Response [200]>,2025-11-02T13:40:50.713149,
