aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message
,,,,,,,,,,,BCN,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=BCN&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,47.0,1.0,100,<Response [200]>,2025-10-29T12:20:53.123867,
,,,,,,,,,,,LYS,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=LYS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,56.0,1.0,100,<Response [200]>,2025-10-29T12:20:55.691279,
,,,,,,,,,,,BGO,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=BGO&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,47.0,1.0,100,<Response [200]>,2025-10-29T12:20:58.099859,
,,,,,,,,,,,LIS,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=LIS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,30.0,1.0,100,<Response [200]>,2025-10-29T12:21:00.440370,
,,,,,,,,,,,DUB,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=DUB&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,28.0,1.0,100,<Response [200]>,2025-10-29T12:21:02.805627,
,,,,,,,,,,,HEL,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=HEL&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,29.0,1.0,100,<Response [200]>,2025-10-29T12:21:05.399985,
,,,,,,,,,,,TLS,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=TLS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,37.0,1.0,100,<Response [200]>,2025-10-29T12:21:07.714078,
,,,,,,,,,,,OTP,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=OTP&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,23.0,1.0,100,<Response [200]>,2025-10-29T12:21:10.048936,
,,,,,,,,,,,FRA,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=FRA&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,28.0,1.0,100,<Response [200]>,2025-10-29T12:21:12.261932,
,,,,,,,,,,,MRS,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=MRS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,28.0,1.0,100,<Response [200]>,2025-10-29T12:21:14.507303,
,,,,,,,,,,,ATH,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=ATH&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,23.0,1.0,100,<Response [200]>,2025-10-29T12:21:16.759190,
,,,,,,,,,,,PMI,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=PMI&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,20.0,1.0,100,<Response [200]>,2025-10-29T12:21:18.904489,
,,,,,,,,,,,MUC,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=MUC&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,26.0,1.0,100,<Response [200]>,2025-10-29T12:21:21.160408,
,,,,,,,,,,,TRD,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=TRD&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,27.0,1.0,100,<Response [200]>,2025-10-29T12:21:23.478178,
,,,,,,,,,,,MAN,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=MAN&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,22.0,1.0,100,<Response [200]>,2025-10-29T12:21:25.721364,
,,,,,,,,,,,BER,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=BER&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,22.0,1.0,100,<Response [200]>,2025-10-29T12:21:27.922290,
,,,,,,,,,,,AGP,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=AGP&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,18.0,1.0,100,<Response [200]>,2025-10-29T12:21:30.112664,
,,,,,,,,,,,OPO,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,origin=OPO&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,17.0,1.0,100,<Response [200]>,2025-10-29T12:21:32.283922,
,,,,,,CDG,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=CDG&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,7.0,663.0,7.0,100,<Response [200]>,2025-10-29T12:21:49.490387,
,,,,,,AMS,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=AMS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,8.0,713.0,8.0,100,<Response [200]>,2025-10-29T12:22:09.439125,
,,,,,,ORY,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=ORY&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,4.0,318.0,4.0,100,<Response [200]>,2025-10-29T12:22:18.865160,
,,,,,,FCO,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=FCO&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,2.0,120.0,2.0,100,<Response [200]>,2025-10-29T12:22:23.527575,
,,,,,,LHR,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=LHR&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,64.0,1.0,100,<Response [200]>,2025-10-29T12:22:25.874726,
,,,,,,CPH,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=CPH&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,72.0,1.0,100,<Response [200]>,2025-10-29T12:22:28.284526,
,,,,,,MAD,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=MAD&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,65.0,1.0,100,<Response [200]>,2025-10-29T12:22:30.727685,
,,,,,,ARN,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=ARN&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,81.0,1.0,100,<Response [200]>,2025-10-29T12:22:33.199314,
,,,,,,OSL,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=OSL&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,81.0,1.0,100,<Response [200]>,2025-10-29T12:22:35.845228,
,,,,,,LIN,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=LIN&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,65.0,1.0,100,<Response [200]>,2025-10-29T12:22:38.177312,
,,,,,,NCE,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=NCE&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,52.0,1.0,100,<Response [200]>,2025-10-29T12:22:40.582537,
,,,,,,BCN,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=BCN&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,46.0,1.0,100,<Response [200]>,2025-10-29T12:22:43.041027,
,,,,,,LYS,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=LYS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,52.0,1.0,100,<Response [200]>,2025-10-29T12:22:45.491896,
,,,,,,BGO,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=BGO&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,33.0,1.0,100,<Response [200]>,2025-10-29T12:22:47.762610,
,,,,,,LIS,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=LIS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,30.0,1.0,100,<Response [200]>,2025-10-29T12:22:50.035257,
,,,,,,DUB,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=DUB&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,28.0,1.0,100,<Response [200]>,2025-10-29T12:22:52.303577,
,,,,,,HEL,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=HEL&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,31.0,1.0,100,<Response [200]>,2025-10-29T12:22:54.658015,
,,,,,,TLS,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=TLS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,37.0,1.0,100,<Response [200]>,2025-10-29T12:22:56.956438,
,,,,,,OTP,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=OTP&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,22.0,1.0,100,<Response [200]>,2025-10-29T12:22:59.226904,
,,,,,,FRA,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=FRA&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,28.0,1.0,100,<Response [200]>,2025-10-29T12:23:01.449263,
,,,,,,MRS,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=MRS&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,29.0,1.0,100,<Response [200]>,2025-10-29T12:23:03.709018,
,,,,,,ATH,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=ATH&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,22.0,1.0,100,<Response [200]>,2025-10-29T12:23:06.070637,
,,,,,,PMI,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=PMI&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,20.0,1.0,100,<Response [200]>,2025-10-29T12:23:08.272130,
,,,,,,MUC,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=MUC&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,26.0,1.0,100,<Response [200]>,2025-10-29T12:23:10.513672,
,,,,,,TRD,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=TRD&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,30.0,1.0,100,<Response [200]>,2025-10-29T12:23:12.769959,
,,,,,,MAN,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=MAN&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,22.0,1.0,100,<Response [200]>,2025-10-29T12:23:14.974414,
,,,,,,BER,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=BER&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,22.0,1.0,100,<Response [200]>,2025-10-29T12:23:17.239550,
,,,,,,AGP,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=AGP&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,18.0,1.0,100,<Response [200]>,2025-10-29T12:23:19.446647,
,,,,,,OPO,,,,,,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=OPO&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,1.0,17.0,1.0,100,<Response [200]>,2025-10-29T12:23:21.701236,
