aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,nb_of_pages_already_retrieved,totalPages,completion,totalFlights,response,message,timestamp
,,,,,,CDG,,,,,HAM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=HAM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,790.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,LYS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=LYS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,799.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CDG,,,,,NTE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=NTE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,707.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CDG,,,,,OTP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=OTP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,775.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CDG,,,,,PRG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=PRG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,788.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CPH,,,,,ARN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,773.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CTA,,,,,LIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CTA&origin=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,716.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,DUS,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DUS&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,763.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,FCO,,,,,LIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FCO&origin=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,741.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,FLR,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FLR&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,763.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,GLA,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GLA&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,728.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,GOT,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GOT&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,764.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,HAM,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HAM&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,766.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,HAM,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HAM&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,789.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,HEL,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HEL&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,765.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,IBZ,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IBZ&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,713.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LGW,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGW&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,749.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LIN,,,,,FCO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIN&origin=FCO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,713.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LIN,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIN&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,748.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LLA,,,,,ARN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LLA&origin=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,764.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LYS,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,792.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,MMX,,,,,ARN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MMX&origin=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,706.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,NTE,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NTE&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,714.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,ORY,,,,,LIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,751.0,<Response [200]>,,2025-10-20T10:13:46.967173
,,,,,,OTP,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OTP&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,758.0,<Response [200]>,,2025-10-20T10:13:46.967173
,,,,,,OTP,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OTP&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,777.0,<Response [200]>,,2025-10-20T10:27:40.242346
,,,,,,PMI,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PMI&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,784.0,<Response [200]>,,2025-10-20T17:47:33.942089
,,,,,,PRG,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PRG&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,790.0,<Response [200]>,,2025-10-20T17:51:11.168014
,,,,,,STR,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=STR&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,763.0,<Response [200]>,,
,,,,,,SVG,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVG&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,797.0,<Response [200]>,,
,,,,,,TOS,,,,,OSL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TOS&origin=OSL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,782.0,<Response [200]>,,
,,,,,,AMS,,,,,LIS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=LIS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,15.0,13%,1429.0,<Response [200]>,,
,,,,,,AMS,,,,,ARN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,14.0,14%,1377.0,<Response [200]>,,
,,,,,,AMS,,,,,OSL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=OSL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,14.0,14%,1384.0,<Response [200]>,,
,,,,,,ARN,,,,,UME,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ARN&origin=UME&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,683.0,<Response [200]>,,2025-10-20T10:25:22.637687
,,,,,,BGO,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BGO&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,620.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BIQ,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BIQ&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,626.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BRU,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BRU&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,606.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,BHX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,694.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,BIQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BIQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,623.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,DUS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=DUS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,656.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,LGW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=LGW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,638.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,DUS,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DUS&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,657.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,LCG,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LCG&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,610.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LGW,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGW&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,636.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LIN,,,,,BRI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIN&origin=BRI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,662.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LIN,,,,,PMO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIN&origin=PMO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,683.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,LTN,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LTN&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,637.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,MAD,,,,,PMI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=PMI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,654.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,MAD,,,,,VGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=VGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,609.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,MXP,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MXP&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,634.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,NUE,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NUE&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,651.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,NWI,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NWI&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,607.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,ORY,,,,,ALC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=ALC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,681.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,ORY,,,,,BER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,681.0,<Response [200]>,,2025-10-20T09:45:51.804586
,,,,,,ORY,,,,,VLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=VLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,638.0,<Response [200]>,,2025-10-20T10:13:46.967173
,,,,,,OSL,,,,,TOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OSL&origin=TOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,688.0,<Response [200]>,,2025-10-20T10:13:46.967173
,,,,,,PMO,,,,,LIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PMO&origin=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,679.0,<Response [200]>,,2025-10-20T17:49:22.497557
,,,,,,UME,,,,,ARN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=UME&origin=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,638.0,<Response [200]>,,
,,,,,,VGO,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VGO&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,608.0,<Response [200]>,,
,,,,,,VLC,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VLC&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,625.0,<Response [200]>,,
,,,,,,AMS,,,,,BER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,13.0,15%,1250.0,<Response [200]>,,
,,,,,,AMS,,,,,VIE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=VIE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,13.0,15%,1295.0,<Response [200]>,,2025-10-20T10:25:22.637687
,,,,,,AMS,,,,,WAW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=WAW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,13.0,15%,1221.0,<Response [200]>,,2025-10-20T10:25:22.637687
,,,,,,AMS,,,,,EDI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=EDI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,12.0,17%,1120.0,<Response [200]>,,
,,,,,,AMS,,,,,PRG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=PRG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,12.0,17%,1106.0,<Response [200]>,,
,,,,,,BIO,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BIO&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,589.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BIO,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BIO&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,546.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BLQ,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BLQ&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,555.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BLQ,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BLQ&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,556.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BOD,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOD&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,507.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BRE,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BRE&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,589.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,BRI,,,,,LIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BRI&origin=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,585.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,AGP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=AGP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,507.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,BES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,584.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,BLQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BLQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,553.0,<Response [200]>,,2025-10-19T14:34:02.771776
,,,,,,CDG,,,,,KEF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=KEF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,553.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CDG,,,,,PUF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=PUF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,517.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CPH,,,,,AAR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=AAR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,550.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CPH,,,,,FAE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=FAE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,526.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,CPH,,,,,SVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=SVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,563.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,FAE,,,,,CPH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FAE&origin=CPH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,540.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,FAO,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FAO&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,557.0,<Response [200]>,,2025-10-19T14:39:52.077216
,,,,,,FCO,,,,,BDS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FCO&origin=BDS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,532.0,<Response [200]>,,2025-10-19T14:39:52.077216
