aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message
,,,,,,VAR,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VAR&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,66.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.088258,
,,,,,,FAE,,,,,BLL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FAE&origin=BLL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,60.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.147817,
,,,,,,FAE,,,,,KEF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FAE&origin=KEF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,59.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.199281,
,,,,,,LED,,,,,SVO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LED&origin=SVO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,47.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.259405,
,,,,,,SVO,,,,,LED,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVO&origin=LED&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,45.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.314743,
,,,,,,SVO,,,,,KUF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVO&origin=KUF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,44.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.375953,
,,,,,,EDI,,,,,FAE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EDI&origin=FAE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,43.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.431383,
,,,,,,KUF,,,,,SVO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KUF&origin=SVO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,43.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.485985,
,,,,,,FAE,,,,,EDI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FAE&origin=EDI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,42.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.532157,
,,,,,,VOG,,,,,SVO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VOG&origin=SVO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,31.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.592815,
,,,,,,OHD,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OHD&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,29.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.652161,
,,,,,,BEG,,,,,OHD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=OHD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,28.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.712729,
,,,,,,SVO,,,,,VOG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVO&origin=VOG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,20.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.769013,
,,,,,,OVB,,,,,AER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OVB&origin=AER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,16.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.821869,
,,,,,,PUF,,,,,AJA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PUF&origin=AJA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.877732,
,,,,,,AJA,,,,,BOD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,9.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:31.944235,
,,,,,,BIQ,,,,,FSC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BIQ&origin=FSC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,9.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.232440,
,,,,,,BOD,,,,,AJA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOD&origin=AJA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,9.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.304569,
,,,,,,BOD,,,,,FSC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOD&origin=FSC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,9.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.370589,
,,,,,,FSC,,,,,BIQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FSC&origin=BIQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,9.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.429071,
,,,,,,FSC,,,,,BOD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FSC&origin=BOD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,9.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.492966,
,,,,,,NTE,,,,,ACE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NTE&origin=ACE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.548228,
,,,,,,BRU,,,,,NAP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BRU&origin=NAP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.602381,
,,,,,,VCE,,,,,FLR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VCE&origin=FLR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.657210,
,,,,,,LIL,,,,,BOD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIL&origin=BOD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.700437,
,,,,,,PXO,,,,,FNC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PXO&origin=FNC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.754503,
,,,,,,CTA,,,,,PMO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CTA&origin=PMO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.806740,
,,,,,,DBV,,,,,TIA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DBV&origin=TIA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.857100,
,,,,,,SDR,,,,,BIO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SDR&origin=BIO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.933777,
,,,,,,GOA,,,,,PSA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GOA&origin=PSA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:32.990042,
,,,,,,BLQ,,,,,VCE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BLQ&origin=VCE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:33.050827,
,,,,,,INV,,,,,GLA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=INV&origin=GLA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:33.108498,
,,,,,,ACE,,,,,NTE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,1.0,100.0,<Response [200]>,2025-11-08T16:14:33.165814,
,,,,,,SOF,,,,,VAR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SOF&origin=VAR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,5.0,479.0,5.0,100.0,<Response [200]>,2025-11-08T16:14:33.244562,
,,,,,,RIX,,,,,TLL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIX&origin=TLL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,4.0,305.0,4.0,100.0,<Response [200]>,2025-11-08T16:14:33.326240,
,,,,,,TLL,,,,,RIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLL&origin=RIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,284.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:33.394688,
,,,,,,RIX,,,,,VNO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIX&origin=VNO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,297.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:33.461469,
,,,,,,TRF,,,,,SVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TRF&origin=SVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,254.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:33.521133,
,,,,,,VNO,,,,,RIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VNO&origin=RIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,277.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:33.586527,
,,,,,,RIX,,,,,TMP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIX&origin=TMP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,281.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:33.656701,
,,,,,,VAR,,,,,SOF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VAR&origin=SOF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,284.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:33.729843,
,,,,,,PLQ,,,,,RIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PLQ&origin=RIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,232.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:33.806125,
,,,,,,BEG,,,,,TGD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=TGD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,5.0,458.0,5.0,100.0,<Response [200]>,2025-11-08T16:14:33.898368,
,,,,,,BEG,,,,,SOF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=SOF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,188.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:33.962865,
,,,,,,BEG,,,,,TIV,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=TIV&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,153.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.044469,
,,,,,,BEG,,,,,SJJ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=SJJ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,153.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.104112,
,,,,,,SKG,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SKG&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,186.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.175654,
,,,,,,BEG,,,,,SKG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=SKG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,186.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.231993,
,,,,,,SVG,,,,,TRF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVG&origin=TRF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,125.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.301312,
,,,,,,SJJ,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SJJ&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,153.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.376919,
,,,,,,TMP,,,,,RIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TMP&origin=RIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,153.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.445742,
,,,,,,RIX,,,,,PLQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIX&origin=PLQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,130.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:34.943929,
,,,,,,TIV,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TIV&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,153.0,2.0,100.0,<Response [200]>,2025-11-08T16:14:35.003321,
,,,,,,TIA,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TIA&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,248.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:35.064053,
,,,,,,BEG,,,,,SKP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=SKP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,292.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:35.147476,
,,,,,,SKP,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SKP&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,292.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:35.205038,
,,,,,,BEG,,,,,TIA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=TIA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,3.0,248.0,3.0,100.0,<Response [200]>,2025-11-08T16:14:35.259533,
,,,,,,BHX,,,,,EMA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BHX&origin=EMA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,<Response [404]>,2025-11-09T18:53:56.345946,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,BIO,,,,,BIQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BIO&origin=BIQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,<Response [404]>,2025-11-09T18:53:57.478716,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,FAO,,,,,FNC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FAO&origin=FNC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:00.521040,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,MXP,,,,,OLB,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MXP&origin=OLB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:03.423107,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:06.350162,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-15T23:59:59Z,2025-10-15T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-15T23:59:59Z&startRange=2025-10-15T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:09.222584,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-16T23:59:59Z,2025-10-16T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-16T23:59:59Z&startRange=2025-10-16T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:11.971212,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-16T23:59:59Z,2025-10-16T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-16T23:59:59Z&startRange=2025-10-16T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:14.825742,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-17T23:59:59Z,2025-10-17T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-17T23:59:59Z&startRange=2025-10-17T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:17.631372,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-17T23:59:59Z,2025-10-17T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-17T23:59:59Z&startRange=2025-10-17T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:20.373850,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-18T23:59:59Z,2025-10-18T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-18T23:59:59Z&startRange=2025-10-18T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:23.086286,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-18T23:59:59Z,2025-10-18T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-18T23:59:59Z&startRange=2025-10-18T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:25.822942,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-19T23:59:59Z,2025-10-19T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-19T23:59:59Z&startRange=2025-10-19T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:28.518420,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-19T23:59:59Z,2025-10-19T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-19T23:59:59Z&startRange=2025-10-19T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:31.262759,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-20T23:59:59Z,2025-10-20T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-20T23:59:59Z&startRange=2025-10-20T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:34.019956,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-20T23:59:59Z,2025-10-20T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-20T23:59:59Z&startRange=2025-10-20T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:36.733313,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-21T23:59:59Z,2025-10-21T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-21T23:59:59Z&startRange=2025-10-21T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:39.447263,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-21T23:59:59Z,2025-10-21T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-21T23:59:59Z&startRange=2025-10-21T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:42.166904,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-22T23:59:59Z,2025-10-22T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-22T23:59:59Z&startRange=2025-10-22T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:44.852950,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,AJA,,,,,BOD,,,,2025-10-22T23:59:59Z,2025-10-22T00:00:00Z,destination=AJA&origin=BOD&endRange=2025-10-22T23:59:59Z&startRange=2025-10-22T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:47.582337,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
,,,,,,ACE,,,,,NTE,,,,2025-10-23T23:59:59Z,2025-10-23T00:00:00Z,destination=ACE&origin=NTE&endRange=2025-10-23T23:59:59Z&startRange=2025-10-23T00:00:00Z,,,,,<Response [404]>,2025-11-09T18:54:50.298539,"{""errors"":[{""name"":""FLIGHT NOT FOUND"",""severity"":""INFO""}]}"
