aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,nb_of_pages_already_retrieved,totalPages,completion,totalFlights,response,message,timestamp
,,,,,,AEP,,,,,ROS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AEP&origin=ROS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,236.0,<Response [200]>,,2025-10-27T10:26:52.816764
,,,,,,AEP,,,,,SCL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AEP&origin=SCL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,286.0,<Response [200]>,,2025-10-27T10:16:37.497280
,,,,,,AEP,,,,,TUC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AEP&origin=TUC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,207.0,<Response [200]>,,2025-10-27T10:26:55.230147
,,,,,,AEP,,,,,USH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AEP&origin=USH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,264.0,<Response [200]>,,2025-10-27T10:29:36.579274
,,,,,,AGU,,,,,MEX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AGU&origin=MEX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,594.0,<Response [200]>,,2025-10-26T15:44:37.820841
,,,,,,AHB,,,,,JED,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AHB&origin=JED&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,4.0,25%,350.0,<Response [200]>,,2025-10-26T15:31:45.434508
,,,,,,AHB,,,,,RUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AHB&origin=RUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,4.0,25%,328.0,<Response [200]>,,2025-10-26T16:03:52.171330
,,,,,,AJF,,,,,JED,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AJF&origin=JED&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AJF,,,,,RUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AJF&origin=RUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,2.0,50%,130.0,<Response [200]>,,2025-10-27T10:23:59.321122
,,,,,,AJU,,,,,GIG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AJU&origin=GIG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AJU,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AJU&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,276.0,<Response [200]>,,2025-10-27T10:25:26.082811
,,,,,,AKL,,,,,ICN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AKL&origin=ICN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,80.0,<Response [200]>,,2025-10-28T10:07:17.036043
,,,,,,AKL,,,,,KUL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AKL&origin=KUL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,2,50%,174,<Response [200]>,,2025-10-28T10:32:01.211149
,,,,,,AKL,,,,,NOU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AKL&origin=NOU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ALB,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ALB&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,7.0,14%,641.0,<Response [200]>,,2025-10-26T15:44:02.696236
,,,,,,ALB,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ALB&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,904.0,<Response [200]>,,2025-10-25T15:52:30.644690
,,,,,,ALB,,,,,LGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ALB&origin=LGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,5.0,20%,458.0,<Response [200]>,,2025-10-26T16:02:00.593112
,,,,,,ALG,,,,,JED,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ALG&origin=JED&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMD,,,,,BLR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMD&origin=BLR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,3,33%,217,<Response [200]>,,2025-10-28T10:31:46.728088
,,,,,,AMD,,,,,BOM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMD&origin=BOM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,2.0,50%,153.0,<Response [200]>,,2025-10-27T10:52:56.132683
,,,,,,AMD,,,,,DEL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMD&origin=DEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,283.0,<Response [200]>,,2025-10-27T10:33:13.367575
,,,,,,AMM,,,,,AUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMM&origin=AUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,276.0,<Response [200]>,,2025-10-27T10:17:17.271965
,,,,,,AMM,,,,,JED,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMM&origin=JED&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMM,,,,,RUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMM&origin=RUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,94.0,<Response [200]>,,2025-10-27T10:33:15.775326
,,,,,,ANC,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANC&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,4.0,25%,340.0,<Response [200]>,,2025-10-27T10:46:07.626412
,,,,,,ANC,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANC&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,2.0,50%,131.0,<Response [200]>,,2025-10-27T10:36:12.272814
,,,,,,ANC,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANC&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,563.0,<Response [200]>,,2025-10-26T15:48:40.906375
,,,,,,ANC,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANC&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,12.0,8%,1123.0,<Response [200]>,,
,,,,,,ANC,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANC&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,3,33%,235,<Response [200]>,,2025-10-28T11:07:54.380848
,,,,,,ANU,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANU&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ANU,,,,,EIS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ANU&origin=EIS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,2,50%,123,<Response [200]>,,2025-10-28T10:41:08.044308
,,,,,,APL,,,,,LLW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=APL&origin=LLW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,2.0,50%,135.0,<Response [200]>,,2025-10-27T10:43:20.802092
,,,,,,AQI,,,,,RUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AQI&origin=RUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,1,100%,68,<Response [200]>,,2025-10-28T10:41:10.607408
,,,,,,ASU,,,,,AEP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ASU&origin=AEP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,241.0,<Response [200]>,,2025-10-27T10:08:52.818854
,,,,,,ASU,,,,,GRU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ASU&origin=GRU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,2.0,50%,153.0,<Response [200]>,,2025-10-27T10:41:32.302950
,,,,,,ASU,,,,,PTY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ASU&origin=PTY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,2,50%,152,<Response [200]>,,2025-10-28T10:40:01.276611
,,,,,,ATL,,,,,ABQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ABQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,6.0,17%,578.0,<Response [200]>,,2025-10-26T15:53:52.481875
,,,,,,ATL,,,,,ALB,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ALB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,5.0,20%,486.0,<Response [200]>,,2025-10-26T15:19:01.454668
,,,,,,ATL,,,,,ANC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ANC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,2.0,50%,142.0,<Response [200]>,,2025-10-27T10:41:40.260785
,,,,,,ATL,,,,,ANU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ANU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ATL,,,,,ATW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ATW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,4.0,25%,326.0,<Response [200]>,,2025-10-26T15:34:39.540776
,,,,,,ATL,,,,,AUS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=AUS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,29.0,3%,2817.0,<Response [200]>,,
,,,,,,ATL,,,,,BDA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BDA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,1,100%,87,<Response [200]>,,2025-10-28T10:39:32.233668
,,,,,,ATL,,,,,BDL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BDL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,17.0,6%,1638.0,<Response [200]>,,
,,,,,,ATL,,,,,BGR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BGR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ATL,,,,,BHM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BHM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,17.0,6%,1646.0,<Response [200]>,,
,,,,,,ATL,,,,,BJX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BJX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,2.0,50%,150.0,<Response [200]>,,2025-10-27T10:49:57.436399
,,,,,,ATL,,,,,BNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,26.0,4%,2543.0,<Response [200]>,,
,,,,,,ATL,,,,,BOG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BOG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,3.0,33%,285.0,<Response [200]>,,2025-10-27T10:16:57.814335
,,,,,,ATL,,,,,BOI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BOI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,4.0,25%,372.0,<Response [200]>,,2025-10-27T10:19:58.086503
,,,,,,ATL,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,34.0,3%,3367.0,<Response [200]>,,
,,,,,,ATL,,,,,BUF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BUF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,984.0,<Response [200]>,,2025-10-25T15:54:33.656220
,,,,,,ATL,,,,,BWI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BWI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,19.0,5%,1893.0,<Response [200]>,,
,,,,,,ATL,,,,,BZE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BZE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,2,50%,140,<Response [200]>,,2025-10-28T10:29:33.312555
,,,,,,ATL,,,,,CAE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CAE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,17.0,6%,1655.0,<Response [200]>,,
,,,,,,ATL,,,,,CHS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CHS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,14.0,7%,1377.0,<Response [200]>,,
,,,,,,ATL,,,,,CLE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CLE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,26.0,4%,2538.0,<Response [200]>,,
,,,,,,ATL,,,,,CLT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CLT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,25.0,4%,2418.0,<Response [200]>,,
,,,,,,ATL,,,,,CMH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CMH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,17.0,6%,1648.0,<Response [200]>,,
,,,,,,ATL,,,,,CTG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CTG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1,1,100%,53,<Response [200]>,,2025-10-28T10:37:49.321333
,,,,,,ATL,,,,,CUN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CUN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,8.0,12%,775.0,<Response [200]>,,2025-10-25T16:08:14.187822
,,,,,,ATL,,,,,CVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,21.0,5%,2079.0,<Response [200]>,,
,,,,,,ATL,,,,,DAL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DAL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,14.0,7%,1358.0,<Response [200]>,,
,,,,,,ATL,,,,,DAY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DAY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,12.0,8%,1105.0,<Response [200]>,,
,,,,,,ATL,,,,,DCA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DCA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,27.0,4%,2613.0,<Response [200]>,,
,,,,,,ATL,,,,,DEN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DEN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,22.0,5%,2187.0,<Response [200]>,,
,,,,,,ATL,,,,,DFW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DFW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,25.0,4%,2459.0,<Response [200]>,,
,,,,,,ATL,,,,,DSM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DSM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,9.0,11%,877.0,<Response [200]>,,2025-10-25T15:41:01.661710
,,,,,,ATL,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,103.0,1%,10216.0,<Response [200]>,,
