aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,nb_of_pages_already_retrieved,totalPages,completion,totalFlights,response,message,timestamp
,,,,,,FSC,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FSC&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,FSC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=FSC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,BFS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CLJ,,,,,OTP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CLJ&origin=OTP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,NCL,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NCL&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,TLN,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLN&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BOO,,,,,TRD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOO&origin=TRD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BRU,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BRU&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,NCL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=NCL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,FCO,,,,,BLQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FCO&origin=BLQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,TRD,,,,,BOO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TRD&origin=BOO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,SVQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=SVQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,VCE,,,,,FCO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VCE&origin=FCO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ARN,,,,,TLL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ARN&origin=TLL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,SVQ,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVQ&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CPH,,,,,TRD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=TRD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,BIQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=BIQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,SUF,,,,,FCO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SUF&origin=FCO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BIQ,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BIQ&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BLQ,,,,,FCO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BLQ&origin=FCO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,FCO,,,,,TRN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FCO&origin=TRN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OTP,,,,,CLJ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OTP&origin=CLJ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,TRF,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TRF&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,KRS,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KRS&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,PMO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=PMO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ZAG,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ZAG&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,PMO,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PMO&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BRS,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BRS&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,HEL,,,,,TLL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HEL&origin=TLL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,KRS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=KRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,ZAG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=ZAG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,NAP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=NAP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,BRS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MRS,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MRS&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,MRS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=MRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,INV,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=INV&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OTP,,,,,TSR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OTP&origin=TSR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,NAP,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NAP&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,TLL,,,,,ARN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLL&origin=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AES,,,,,OSL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AES&origin=OSL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,INV,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=INV&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,KRS,,,,,OSL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KRS&origin=OSL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MME,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MME&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,MME,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=MME&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,FLR,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FLR&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,FLR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=FLR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,IBZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=IBZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,RMO,,,,,OTP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RMO&origin=OTP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,KGS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=KGS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OSL,,,,,KRS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OSL&origin=KRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,IBZ,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IBZ&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,KGS,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KGS&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LUX,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LUX&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,RHO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=RHO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,LUX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=LUX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BOO,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOO&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,RHO,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RHO&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORK,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORK&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CPH,,,,,VNO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=VNO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,ORK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=ORK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAH,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAH&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,MAH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=MAH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,GOA,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GOA&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,GOT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=GOT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,GOA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=GOA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,GOT,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GOT&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,LPA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=LPA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,GLA,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GLA&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,GLA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=GLA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,BIO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BIO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BIO,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BIO&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LIN,,,,,AHO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIN&origin=AHO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,BLL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BLL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BLL,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BLL&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AHO,,,,,LIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AHO&origin=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OLB,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OLB&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,OLB,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=OLB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,KSU,,,,,OSL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KSU&origin=OSL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,SVQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=SVQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,SVQ,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVQ&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LPA,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LPA&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LIN,,,,,SUF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIN&origin=SUF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,MLA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=MLA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,VNO,,,,,CPH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VNO&origin=CPH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MLA,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MLA&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OTP,,,,,RMO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OTP&origin=RMO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,SUF,,,,,LIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SUF&origin=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,HEL,,,,,CPH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HEL&origin=CPH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,LGW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=LGW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LGW,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGW&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CPH,,,,,HEL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=HEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BEG,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BEG&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OSL,,,,,KSU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OSL&origin=KSU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,TFS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=TFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BGO,,,,,AES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BGO&origin=AES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,VNO,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VNO&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AES,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AES&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BGO,,,,,KRS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BGO&origin=KRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,KRS,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KRS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,PMI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=PMI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,TFS,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TFS&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,VNO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=VNO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OUL,,,,,HEL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OUL&origin=HEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,PMI,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PMI&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,POZ,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=POZ&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,TLL,,,,,HEL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLL&origin=HEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,WRO,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=WRO&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AES,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AES&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
