aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,nb_of_pages_already_retrieved,totalPages,completion,totalFlights,response,message,timestamp
,,,,,,CAY,,,,,LIS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CAY&origin=LIS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CUN,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CUN&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ASU,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ASU&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MSP,,,,,CPH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=CPH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,GIG,,,,,FCO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GIG&origin=FCO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MRU,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MRU&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BRU,,,,,HEL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BRU&origin=HEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,JIB,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JIB&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BOS,,,,,BCN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOS&origin=BCN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,SEA,,,,,CPH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=CPH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,DUB,,,,,KIX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DUB&origin=KIX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,DUB,,,,,CLT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DUB&origin=CLT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BLJ,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BLJ&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,EIN,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EIN&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,GYE,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GYE&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,ASU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=ASU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,COR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=COR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,EZE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=EZE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,LIM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=LIM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,PUJ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=PUJ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,SSA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=SSA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,MAD,,,,,TLV,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=TLV&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LYS,,,,,EVN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=EVN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LYS,,,,,FEZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=FEZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LYS,,,,,FLR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=FLR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,JED,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JED&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LYS,,,,,IST,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=IST&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LYS,,,,,MIR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=MIR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LYS,,,,,MRS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=MRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,BGR,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BGR&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AMS,,,,,FEZ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=FEZ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,IST,,,,,LYS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IST&origin=LYS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,EWR,,,,,ARN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EWR&origin=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,EWR,,,,,OSL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EWR&origin=OSL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,EZE,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EZE&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,PXO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=PXO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,ORY,,,,,SDR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=SDR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AGA,,,,,LYS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AGA&origin=LYS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LGW,,,,,MAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGW&origin=MAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,LHE,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LHE&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,YYT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=YYT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,SSA,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SSA&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,PFO,,,,,LYS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PFO&origin=LYS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,TFU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=TFU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,FEZ,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FEZ&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,VXE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=VXE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,XIY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=XIY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,CDG,,,,,SDR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=SDR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,YYT,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYT&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,OSL,,,,,EWR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OSL&origin=EWR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,,,
,,,,,,AUH,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AUH&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,,,,,<Response [500]>,"{""errors"":[{""name"":""INTERNAL_SERVER_ERROR""}]}",2025-10-26T15:50:28.320414
,,,,,,CDG,,,,,CMN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=CMN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,981.0,<Response [200]>,,
,,,,,,CDG,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,992.0,<Response [200]>,,
,,,,,,CMN,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CMN&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,979.0,<Response [200]>,,
,,,,,,LAX,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,997.0,<Response [200]>,,
,,,,,,IST,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IST&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,922.0,<Response [200]>,,
,,,,,,AMS,,,,,IST,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=IST&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,922.0,<Response [200]>,,
,,,,,,AMS,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,10.0,10%,917.0,<Response [200]>,,
,,,,,,NKG,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NKG&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-07T18:55:14.918181
,,,,,,PTY,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PTY&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-07T18:50:46.101341
,,,,,,CDG,,,,,LHE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=LHE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-07T18:46:21.200177
,,,,,,CPH,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-07T18:41:56.990213
,,,,,,CPH,,,,,IAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=IAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-07T18:37:30.835322
,,,,,,CPH,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-07T18:33:04.859585
,,,,,,COR,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=COR&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-06T10:43:11.878612
,,,,,,CDG,,,,,MED,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=MED&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-06T10:38:47.285876
,,,,,,ORY,,,,,VIL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=VIL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-06T10:34:24.285228
,,,,,,FRA,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FRA&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,2.0,100,,,,2025-11-06T10:30:00.065329
,,,,,,FRA,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FRA&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,2.0,100,,,,2025-11-06T10:25:33.681699
,,,,,,FRA,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FRA&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,2.0,100,,,,2025-11-06T10:21:09.863839
,,,,,,MUC,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MUC&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,2.0,100,,,,2025-11-06T10:16:46.705628
,,,,,,CDG,,,,,CUN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=CUN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-06T10:12:22.833588
,,,,,,TLV,,,,,NCE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLV&origin=NCE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,2.0,100,,,,2025-11-05T12:42:29.296449
,,,,,,TPA,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TPA&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,,,,2025-11-05T12:36:04.023001
,,,,,,CZL,,,,,LYS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CZL&origin=LYS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,2.0,100,,,,2025-11-05T12:29:30.959628
,,,,,,NCE,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NCE&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,2.0,2.0,100,158.0,<Response [200]>,,2025-11-05T12:23:27.962352
,,,,,,DEN,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DEN&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100,77.0,<Response [200]>,,2025-11-05T12:17:15.520218
,,,,,,KGL,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KGL&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,69.0,<Response [200]>,,
,,,,,,AMS,,,,,SID,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=SID&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,87.0,<Response [200]>,,2025-10-26T15:13:30.451789
,,,,,,ZNZ,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ZNZ&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,81.0,<Response [200]>,,2025-10-26T15:48:15.185337
,,,,,,CDG,,,,,AAE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=AAE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,95.0,<Response [200]>,,2025-10-26T15:51:04.127665
,,,,,,AMS,,,,,MST,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=MST&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,21.0,<Response [200]>,,2025-10-26T15:53:40.979990
,,,,,,ZNZ,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ZNZ&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,57.0,<Response [200]>,,2025-10-26T15:55:23.097904
,,,,,,CDG,,,,,JRO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=JRO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,57.0,<Response [200]>,,2025-10-26T15:55:37.597048
,,,,,,NDJ,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NDJ&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,61.0,<Response [200]>,,2025-10-26T15:57:13.184331
,,,,,,MAD,,,,,HAV,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&origin=HAV&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,55.0,<Response [200]>,,2025-10-26T15:57:38.440029
,,,,,,HAV,,,,,MAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HAV&origin=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,55.0,<Response [200]>,,2025-10-26T15:59:58.964212
,,,,,,JSI,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JSI&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,20.0,<Response [200]>,,2025-10-26T16:04:10.044646
,,,,,,CDG,,,,,CLT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=CLT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,91.0,<Response [200]>,,2025-10-26T16:08:19.165411
,,,,,,BVC,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BVC&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,44.0,<Response [200]>,,2025-10-26T16:08:54.640955
,,,,,,AAE,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AAE&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,89.0,<Response [200]>,,2025-10-27T10:06:41.502150
,,,,,,CLT,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CLT&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,95.0,<Response [200]>,,2025-10-27T10:08:48.043383
,,,,,,ORY,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,87.0,<Response [200]>,,2025-10-27T10:09:39.500209
,,,,,,CDG,,,,,HRG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=HRG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,80.0,<Response [200]>,,2025-10-27T10:11:41.923131
,,,,,,YHZ,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YHZ&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,93.0,<Response [200]>,,2025-10-27T10:12:55.426017
,,,,,,ABV,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ABV&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,60.0,<Response [200]>,,2025-10-27T10:14:14.538356
,,,,,,NKC,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NKC&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,86.0,<Response [200]>,,2025-10-27T10:15:09.166906
,,,,,,SSG,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SSG&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,60.0,<Response [200]>,,2025-10-27T10:15:52.753919
,,,,,,PFO,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PFO&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,90.0,<Response [200]>,,2025-10-27T10:16:08.059813
,,,,,,CUN,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CUN&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,60.0,<Response [200]>,,2025-10-27T10:17:12.232413
,,,,,,CDG,,,,,CZL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=CZL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1.0,1.0,100%,90.0,<Response [200]>,,2025-10-27T10:18:16.145537
