aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message
,,,,,,ORY,,,,,,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,destination=ORY&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,61.0,6044.0,61.0,100.0,<Response [200]>,2025-11-04T12:06:54.570849,
,,,,,,OSL,,,,,,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,destination=OSL&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,12.0,1141.0,12.0,100.0,<Response [200]>,2025-11-03T12:42:39.969440,
,,,,,,OTP,,,,,,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,destination=OTP&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,5.0,435.0,5.0,100.0,<Response [200]>,2025-11-03T12:49:33.383771,
,,,,,,PMI,,,,,,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,destination=PMI&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,4.0,332.0,4.0,100.0,<Response [200]>,2025-11-03T12:50:02.475718,
,,,,,,TLS,,,,,,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,destination=TLS&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,6.0,582.0,6.0,100.0,<Response [200]>,2025-11-03T12:49:50.760155,
,,,,,,TRD,,,,,,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,destination=TRD&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,5.0,458.0,5.0,100.0,<Response [200]>,2025-11-03T12:48:26.920607,
,,,,,,,,,,,HEL,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,origin=HEL&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,6.0,546.0,6.0,100.0,<Response [200]>,2025-11-03T12:50:38.260540,
,,,,,,,,,,,OPO,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,origin=OPO&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,4.0,354.0,4.0,100.0,<Response [200]>,2025-11-03T12:57:35.077154,
,,,,,,,,,,,CDG,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,origin=CDG&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,129.0,12852.0,129.0,100.0,<Response [200]>,2025-11-04T12:06:54.025183,
,,,,,,,,,,,AMS,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,origin=AMS&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,132.0,13199.0,132.0,100.0,<Response [200]>,2025-11-04T12:06:54.442804,
,,,,,,,,,,,ORY,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,origin=ORY&endRange=2025-11-02T23:59:59Z&startRange=2025-10-15T00:00:00Z,61.0,6012.0,61.0,100.0,<Response [200]>,2025-11-04T12:06:54.513449,
,,,,,,,,,,,FCO,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,23.0,,23.0,100.0,,2025-11-04T12:08:29.903018,
,,,,,,,,,,,LHR,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,12.0,,12.0,100.0,,2025-11-04T12:08:29.934777,
,,,,,,,,,,,CPH,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,13.0,,13.0,100.0,,2025-11-04T12:08:29.965036,
,,,,,,,,,,,MAD,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,13.0,,13.0,100.0,,2025-11-04T12:08:29.995424,
,,,,,,,,,,,ARN,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,15.0,,15.0,100.0,,2025-11-04T12:08:30.025153,
,,,,,,,,,,,LIN,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,12.0,,12.0,100.0,,2025-11-04T12:08:30.052541,
,,,,,,,,,,,NCE,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,9.0,,9.0,100.0,,2025-11-04T12:08:30.078854,
,,,,,,,,,,,BCN,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,9.0,,9.0,100.0,,2025-11-04T12:08:30.103793,
,,,,,,,,,,,LYS,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,9.0,,9.0,100.0,,2025-11-04T12:08:30.129661,
,,,,,,,,,,,AGP,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,4.0,,4.0,100.0,,2025-11-04T12:08:30.152502,
,,,,,,,,,,,OSL,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,11.0,,11.0,100.0,,2025-11-04T12:08:30.179024,
,,,,,,,,,,,TLS,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,6.0,,6.0,100.0,,2025-11-04T12:08:30.205436,
,,,,,,,,,,,ATH,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,4.0,,4.0,100.0,,2025-11-04T12:08:30.230525,
,,,,,,,,,,,BGO,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,8.0,,8.0,100.0,,2025-11-04T12:08:30.255298,
,,,,,,,,,,,OTP,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,5.0,,5.0,100.0,,2025-11-04T12:08:30.281029,
,,,,,,,,,,,FRA,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,6.0,,6.0,100.0,,2025-11-04T12:08:30.306357,
,,,,,,,,,,,MRS,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,6.0,,6.0,100.0,,2025-11-04T12:08:30.332458,
,,,,,,,,,,,PMI,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,4.0,,4.0,100.0,,2025-11-04T12:08:30.357251,
,,,,,,,,,,,MUC,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,5.0,,5.0,100.0,,2025-11-04T12:08:30.380676,
,,,,,,,,,,,TRD,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,5.0,,5.0,100.0,,2025-11-04T12:08:30.404930,
,,,,,,,,,,,MAN,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,5.0,,5.0,100.0,,2025-11-04T12:08:30.429508,
,,,,,,,,,,,BER,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,4.0,,4.0,100.0,,2025-11-04T12:08:30.453882,
,,,,,,,,,,,DUB,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,5.0,,5.0,100.0,,2025-11-04T12:08:30.477179,
,,,,,,,,,,,LIS,,,,2025-11-02T23:59:59Z,2025-10-15T00:00:00Z,,6.0,,6.0,100.0,,2025-11-04T12:08:30.502457,
,,,,,,,,,,,OPO,,,,2025-11-03T23:59:59Z,2025-11-03T00:00:00Z,,,,,,,,
,,,,,,,,,,,ORY,,,,2025-11-03T23:59:59Z,2025-11-03T00:00:00Z,,,,,,,,
,,,,,,,,,,,OSL,,,,2025-11-03T23:59:59Z,2025-11-03T00:00:00Z,,,,,,,,
,,,,,,,,,,,OTP,,,,2025-11-03T23:59:59Z,2025-11-03T00:00:00Z,,,,,,,,
,,,,,,,,,,,PMI,,,,2025-11-03T23:59:59Z,2025-11-03T00:00:00Z,,,,,,,,
,,,,,,,,,,,TLS,,,,2025-11-03T23:59:59Z,2025-11-03T00:00:00Z,,,,,,,,
,,,,,,,,,,,TRD,,,,2025-11-03T23:59:59Z,2025-11-03T00:00:00Z,,,,,,,,
,,,,,,AGP,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,AMS,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,ARN,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,ATH,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,BCN,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,BER,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,BGO,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,CDG,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,CPH,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,DUB,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,FCO,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,FRA,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,HEL,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,LHR,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,LIN,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,LIS,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,LYS,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,MAD,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,MAN,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,MRS,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,MUC,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,NCE,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,OPO,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,ORY,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,OSL,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,OTP,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,PMI,,,,,,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,AGP,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,AMS,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,ARN,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,ATH,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,BCN,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,BER,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,BGO,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,CDG,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,CPH,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,DUB,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,FCO,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,FRA,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,HEL,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,LHR,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,LIN,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,LIS,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,LYS,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,MAD,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,MAN,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,MRS,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,MUC,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,NCE,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,OPO,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,ORY,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,OSL,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,OTP,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,PMI,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,TLS,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,,,,,,TRD,,,,2025-11-04T23:59:59Z,2025-11-04T00:00:00Z,,,,,,,,
,,,,,,AGP,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,AMS,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,ARN,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,ATH,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,BCN,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,BER,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,BGO,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,CDG,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,CPH,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,DUB,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,FCO,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,FRA,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,HEL,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,LHR,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,LIN,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,LIS,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,LYS,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,MAD,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,MAN,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,MRS,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,MUC,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,NCE,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,OPO,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,ORY,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,OSL,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,OTP,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,PMI,,,,,,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,AGP,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,AMS,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,ARN,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,ATH,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,BCN,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,BER,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,BGO,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,CDG,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,CPH,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,DUB,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,FCO,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,FRA,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,HEL,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,LHR,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,LIN,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,LIS,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,LYS,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,MAD,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,MAN,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,MRS,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,MUC,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,NCE,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,OPO,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,ORY,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,OSL,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,OTP,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,PMI,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,TLS,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,,,,,,TRD,,,,2025-11-05T23:59:59Z,2025-11-05T00:00:00Z,,,,,,,,
,,,,,,AGP,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,AMS,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,ARN,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,ATH,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,BCN,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,BER,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,BGO,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,CDG,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,CPH,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
,,,,,,DUB,,,,,,,,,2025-11-06T23:59:59Z,2025-11-06T00:00:00Z,,,,,,,,
