,departure_icao,destination_icao,callsign,departure_continent,departure_subcontinent,departure_country,departure_iata,departure_country_code,departure_region_name,departure_airport,departure_latitude,departure_longitude,destination_continent,destination_subcontinent,destination_country,destination_iata,destination_country_code,destination_region_name,destination_airport,destination_latitude,destination_longitude
5577,LEMG,KMEM,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Americas,North America,United States,MEM,US,Tennessee,Memphis International Airport,35.0424,-89.9767
5578,LEMG,KMIA,2,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Americas,North America,United States,MIA,US,Florida,Miami International Airport,25.7932,-80.2906
5579,LEMG,LDRI,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Croatia,RJK,HR,Primorsko-goranska zupanija,Rijeka Airport,45.2169,14.5703
5580,LEMG,LEAS,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Spain,OVD,ES,"Asturias, Principado de",Asturias Airport (Oviedo Airport),43.5636,-6.03462
5581,LEMG,LEBB,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Spain,BIO,ES,Pais Vasco,Bilbao Airport,43.3011,-2.91061
5582,LEMG,LEIB,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Spain,IBZ,ES,Illes Balears,Ibiza Airport,38.8729,1.37312
5583,LEMG,LEJR,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Spain,XRY,ES,Andalucia,Jerez Airport (La Parra Airport),36.7446,-6.06011
5584,LEMG,LEMD,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Spain,MAD,ES,"Madrid, Comunidad de",Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
5585,LEMG,LEPA,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881
5586,LEMG,LEVT,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Spain,VIT,ES,Pais Vasco,Vitoria Airport,42.8828,-2.72447
5587,LEMG,LFMN,2,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Western Europe,France,NCE,FR,Provence-Alpes-Cote-d'Azur,Nice Cote d'Azur Airport,43.6584,7.21587
5588,LEMG,LFPO,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Western Europe,France,ORY,FR,Ile-de-France,Aéroport de Paris-Orly,48.7231,2.35944
5589,LEMG,LFQQ,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Western Europe,France,LIL,FR,Hauts-de-France,Lille Airport (Lille-Lesquin Airport),50.5633,3.08689
5590,LEMG,LHBP,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Central Europe,Hungary,BUD,HU,Budapest,Budapest Ferenc Liszt International Airport,47.4298,19.2611
5591,LEMG,LIMC,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Italy,MXP,IT,Lombardia,Milan-Malpensa Airport,45.6306,8.72811
5592,LEMG,LIME,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Italy,BGY,IT,Lombardia,Milan Bergamo Airport,45.66546,9.69948
5593,LEMG,LPBJ,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Portugal,BYJ,PT,Beja,Beja Airport,38.0789,-7.9324
5594,LEMG,LPFR,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Southern Europe,Portugal,FAO,PT,Faro,Faro Airport,37.0144,-7.96591
5595,LEMG,LSGG,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Europe,Central Europe,Switzerland,GVA,CH,Geneve,Geneva Airport,46.2381,6.10895
5596,LEMG,LTFM,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Asia,Southwest Asia and the Middle East,Turkey,IST,TR,Istanbul,Istanbul Ataturk Airport,41.2753,28.7519
5597,LEMG,OMAA,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Asia,Southwest Asia and the Middle East,United Arab Emirates,AUH,AE,Abu Zaby,Abu Dhabi International Airport,24.433,54.6511
5598,LEMG,OMDW,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Asia,Southwest Asia and the Middle East,United Arab Emirates,DWC,AE,Dubayy,Al Maktoum International Airport,24.8964,55.1614
5599,LEMG,SBGR,1,Europe,Southern Europe,Spain,AGP,ES,Andalucia,Malaga Airport,36.6749,-4.49911,Americas,South America,Brazil,GRU,BR,Sao Paulo,Guarulhos International Airport,-23.4322,-46.4692
5600,LEMH,EDDL,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Germany,DUS,DE,Nordrhein-Westfalen,Dusseldorf Airport,51.2895,6.76678
5601,LEMH,EDDM,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Germany,MUC,DE,Bayern,Munich Airport,48.3538,11.7861
5602,LEMH,EGBB,2,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,England,BHX,GB,England,Birmingham Airport,52.4539,-1.74803
5603,LEMH,EGFF,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,Wales,CWL,GB,Wales,Cardiff Airport,51.3967,-3.34333
5604,LEMH,EGHH,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,England,BOH,GB,England,Bournemouth Airport,50.78,-1.8425
5605,LEMH,EGKK,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,England,LGW,GB,England,Gatwick Airport,51.1481,-0.190278
5606,LEMH,EGNT,2,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,England,NCL,GB,England,Newcastle Airport,55.0375,-1.69167
5607,LEMH,EGPF,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,Scotland,GLA,GB,Scotland,Glasgow Airport,55.8719,-4.43306
5608,LEMH,EGSH,2,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,England,NWI,GB,England,Norwich International Airport,52.6758,1.28278
5609,LEMH,EGSS,2,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,England,STN,GB,England,London Stansted Airport,51.885,0.235
5610,LEMH,EGTE,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,United Kingdom,England,EXT,GB,England,Exeter International Airport,50.7344,-3.41389
5611,LEMH,EPKT,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Poland,KTW,PL,Slaskie,Katowice International Airport,50.4743,19.08
5612,LEMH,EPPO,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Poland,POZ,PL,Wielkopolskie,Poznań–Ławica Henryk Wieniawski Airport,52.421,16.8263
5613,LEMH,EPWA,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Poland,WAW,PL,Mazowieckie,Warsaw Chopin Airport,52.1657,20.9671
5614,LEMH,EPWR,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Poland,WRO,PL,Dolnoslaskie,Copernicus Airport Wroclaw,51.1027,16.8858
5615,LEMH,GCLP,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Southern Europe,Spain,LPA,ES,Canarias,Gran Canaria Airport,27.9319,-15.3866
5616,LEMH,KBGR,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Americas,North America,United States,BGR,US,Maine,Bangor International Airport,44.8074,-68.8281
5617,LEMH,LEZL,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Southern Europe,Spain,SVQ,ES,Andalucia,Seville Airport,37.418,-5.89311
5618,LEMH,LSGG,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Switzerland,GVA,CH,Geneve,Geneva Airport,46.2381,6.10895
5619,LEMH,LSZH,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Europe,Central Europe,Switzerland,ZRH,CH,Zurich,Zurich Airport,47.4647,8.54917
5620,LEMH,VOHS,1,Europe,Southern Europe,Spain,MAH,ES,Illes Balears,Menorca Airport (Mahon Airport),39.8626,4.21865,Asia,Southern Asia,India,HYD,IN,Telangana,Rajiv Gandhi International Airport,17.2313,78.4299
5621,LEMI,EGCC,1,Europe,Southern Europe,Spain,RMU,ES,"Murcia, Region de",Region de Murcia International Airport,37.803,-1.125,Europe,United Kingdom,England,MAN,GB,England,Manchester Airport,53.3537,-2.27495
5622,LEMI,EGGD,1,Europe,Southern Europe,Spain,RMU,ES,"Murcia, Region de",Region de Murcia International Airport,37.803,-1.125,Europe,United Kingdom,England,BRS,GB,England,Bristol Airport,51.3827,-2.71909
5623,LEMI,GVAC,1,Europe,Southern Europe,Spain,RMU,ES,"Murcia, Region de",Region de Murcia International Airport,37.803,-1.125,Africa,Western Africa,Cape Verde,SID,CV,Sal,Amilcar Cabral International Airport,16.7414,-22.9494
5624,LEPA,BIKF,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Nordic Region,Iceland,KEF,IS,Sudurnes,Keflavík International Airport,63.985,-22.6056
5625,LEPA,CYQX,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,Canada,YQX,CA,Newfoundland and Labrador,Gander International Airport / CFB Gander,48.9369,-54.5681
5626,LEPA,CYYT,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,Canada,YYT,CA,Newfoundland and Labrador,St. John's International Airport,47.6186,-52.7519
5627,LEPA,CYYZ,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,Canada,YYZ,CA,Ontario,Toronto Pearson International Airport,43.6797,-79.6227
5628,LEPA,EBBR,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,Belgium,BRU,BE,Brussels Hoofdstedelijk Gewest,Brussels Airport (Zaventem Airport),50.9014,4.48444
5629,LEPA,EBCI,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,Belgium,CRL,BE,Hainaut,Brussels South Charleroi Airport,50.4592,4.45382
5630,LEPA,EDDB,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,BER,DE,Brandenburg,Berlin Brandenburg Airport,52.3514,13.4939
5631,LEPA,EDDF,4,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,FRA,DE,Hessen,Frankfurt Airport,50.0333,8.57056
5632,LEPA,EDDH,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,HAM,DE,Hamburg,Hamburg Airport,53.6304,9.98823
5633,LEPA,EDDK,8,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,CGN,DE,Nordrhein-Westfalen,Cologne Bonn Airport,50.8659,7.14274
5634,LEPA,EDDL,15,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,DUS,DE,Nordrhein-Westfalen,Dusseldorf Airport,51.2895,6.76678
5635,LEPA,EDDM,6,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,MUC,DE,Bayern,Munich Airport,48.3538,11.7861
5636,LEPA,EDDN,4,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,NUE,DE,Bayern,Nuremberg Airport,49.4987,11.0781
5637,LEPA,EDDP,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,LEJ,DE,Sachsen,Leipzig/Halle Airport,51.4239,12.2364
5638,LEPA,EDDV,5,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,HAJ,DE,Niedersachsen,Hannover Airport,52.4611,9.68508
5639,LEPA,EDDW,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,BRE,DE,Bremen,Bremen Airport,53.0475,8.78667
5640,LEPA,EDFH,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,HHN,DE,Rheinland-Pfalz,Frankfurt-Hahn Airport,49.9487,7.26389
5641,LEPA,EDJA,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,FMM,DE,Bayern,Memmingen Airport,47.9888,10.2395
5642,LEPA,EDLV,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,NRN,DE,Nordrhein-Westfalen,Weeze Airport (Niederrhein Airport),51.6024,6.14217
5643,LEPA,EDLW,3,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,DTM,DE,Nordrhein-Westfalen,Dortmund Airport,51.5183,7.61224
5644,LEPA,EDSB,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Germany,FKB,DE,Baden-Wurttemberg,Karlsruhe/Baden-Baden Airport,48.7794,8.0805
5645,LEPA,EGAC,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,Northern Ireland,BHD,GB,Northern Ireland,George Best Belfast City Airport,54.6181,-5.8725
5646,LEPA,EGBB,3,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,BHX,GB,England,Birmingham Airport,52.4539,-1.74803
5647,LEPA,EGCC,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,MAN,GB,England,Manchester Airport,53.3537,-2.27495
5648,LEPA,EGFF,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,Wales,CWL,GB,Wales,Cardiff Airport,51.3967,-3.34333
5649,LEPA,EGGP,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,LPL,GB,England,Liverpool John Lennon Airport,53.3336,-2.84972
5650,LEPA,EGGW,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,LTN,GB,England,London Luton Airport,51.8747,-0.368333
5651,LEPA,EGHH,5,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,BOH,GB,England,Bournemouth Airport,50.78,-1.8425
5652,LEPA,EGHI,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,SOU,GB,England,Southampton Airport,50.9503,-1.3568
5653,LEPA,EGKK,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,LGW,GB,England,Gatwick Airport,51.1481,-0.190278
5654,LEPA,EGLL,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,LHR,GB,England,Heathrow Airport,51.4775,-0.461389
5655,LEPA,EGNM,3,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,LBA,GB,England,Leeds Bradford Airport,53.8659,-1.66057
5656,LEPA,EGNT,6,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,NCL,GB,England,Newcastle Airport,55.0375,-1.69167
5657,LEPA,EGNV,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,MME,GB,England,Teesside International Airport,54.5092,-1.42941
5658,LEPA,EGSH,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,NWI,GB,England,Norwich International Airport,52.6758,1.28278
5659,LEPA,EGSS,4,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,United Kingdom,England,STN,GB,England,London Stansted Airport,51.885,0.235
5660,LEPA,EHAM,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,Netherlands,AMS,NL,Noord-Holland,Amsterdam Airport Schiphol,52.3086,4.76389
5661,LEPA,EHEH,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,Netherlands,EIN,NL,Noord-Brabant,Eindhoven Airport,51.4501,5.37453
5662,LEPA,EHGG,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,Netherlands,GRQ,NL,Drenthe,Groningen Airport Eelde,53.1197,6.57944
5663,LEPA,EIKN,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,Ireland,NOC,IE,Mayo,Ireland West Airport Knock,53.9103,-8.81849
5664,LEPA,ENGM,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Nordic Region,Norway,OSL,NO,Akershus,Oslo Airport,60.1939,11.1004
5665,LEPA,ENZV,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Nordic Region,Norway,SVG,NO,Rogaland,Stavanger Airport,58.8767,5.63778
5666,LEPA,EPBY,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Poland,BZG,PL,Kujawsko-pomorskie,Bydgoszcz Ignacy Jan Paderewski Airport,53.0968,17.9777
5667,LEPA,EPKT,5,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Poland,KTW,PL,Slaskie,Katowice International Airport,50.4743,19.08
5668,LEPA,EPWA,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Poland,WAW,PL,Mazowieckie,Warsaw Chopin Airport,52.1657,20.9671
5669,LEPA,EPWR,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Central Europe,Poland,WRO,PL,Dolnoslaskie,Copernicus Airport Wroclaw,51.1027,16.8858
5670,LEPA,KBGR,3,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,BGR,US,Maine,Bangor International Airport,44.8074,-68.8281
5671,LEPA,KBNA,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,BNA,US,Tennessee,Nashville International Airport,36.1245,-86.6782
5672,LEPA,KBOS,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,BOS,US,Massachusetts,Logan International Airport,42.3643,-71.0052
5673,LEPA,KDAL,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,DAL,US,Texas,Dallas Love Field,32.8471,-96.8518
5674,LEPA,KDLH,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,DLH,US,Minnesota,Duluth International Airport,46.8421,-92.1936
5675,LEPA,KEWR,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,EWR,US,New Jersey,Newark Liberty International Airport,40.6925,-74.1686
5676,LEPA,KIAD,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,IAD,US,Virginia,Washington Dulles International Airport,38.9445,-77.4558
5677,LEPA,KJFK,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,JFK,US,New York,John F. Kennedy International Airport,40.6397,-73.7789
5678,LEPA,KLAS,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,LAS,US,Nevada,Harry Reid International Airport,36.0801,-115.152
5679,LEPA,KLAX,3,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,LAX,US,California,Los Angeles International Airport,33.9425,-118.408
5680,LEPA,KMIA,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,MIA,US,Florida,Miami International Airport,25.7932,-80.2906
5681,LEPA,KPDX,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,PDX,US,Oregon,Portland International Airport,45.5887,-122.598
5682,LEPA,KSFO,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,SFO,US,California,San Francisco International Airport,37.619,-122.375
5683,LEPA,KSJC,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Americas,North America,United States,SJC,US,California,San Jose International Airport,37.3626,-121.929
5684,LEPA,LEGE,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,GRO,ES,Catalunya,Girona-Costa Brava Airport,41.901,2.76055
5685,LEPA,LEIB,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,IBZ,ES,Illes Balears,Ibiza Airport,38.8729,1.37312
5686,LEPA,LEMD,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,MAD,ES,"Madrid, Comunidad de",Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
5687,LEPA,LEST,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,SCQ,ES,Galicia,Santiago de Compostela Airport,42.8963,-8.41514
5688,LEPA,LEVC,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,VLC,ES,"Valenciana, Comunidad",Valencia Airport,39.4893,-0.481625
5689,LEPA,LEVT,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,VIT,ES,Pais Vasco,Vitoria Airport,42.8828,-2.72447
5690,LEPA,LEZG,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,ZAZ,ES,Aragon,Zaragoza Airport,41.6662,-1.04155
5691,LEPA,LEZL,2,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Spain,SVQ,ES,Andalucia,Seville Airport,37.418,-5.89311
5692,LEPA,LFCR,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,France,RDZ,FR,Occitanie,Rodez-Marcillac Airport,44.4079,2.48267
5693,LEPA,LFQQ,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Western Europe,France,LIL,FR,Hauts-de-France,Lille Airport (Lille-Lesquin Airport),50.5633,3.08689
5694,LEPA,LGAV,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Greece,ATH,GR,Attiki,Athens International Airport (Eleftherios Venizelos Airport),37.9364,23.9445
5695,LEPA,LIBD,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Italy,BRI,IT,Puglia,Bari Karol Wojtyla Airport,41.1389,16.7606
5696,LEPA,LIRN,1,Europe,Southern Europe,Spain,PMI,ES,Illes Balears,Palma de Mallorca Airport,39.5517,2.73881,Europe,Southern Europe,Italy,NAP,IT,Campania,Naples International Airport,40.886,14.2908
