aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message
,,,,,,,,,,,BCN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=BCN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,73,7219,1,1,<Response [200]>,2025-10-29T12:02:06.198705,
,,,,,,,,,,,LYS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=LYS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,75,7427,1,1,<Response [200]>,2025-10-29T12:02:09.910023,
,,,,,,,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,66,6579,1,2,<Response [200]>,2025-10-29T12:02:14.163557,
,,,,,,,,,,,LIS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=LIS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,50,4931,1,2,<Response [200]>,2025-10-29T12:02:17.031415,
,,,,,,,,,,,DUB,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=DUB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,42,4179,1,2,<Response [200]>,2025-10-29T12:02:20.071593,
,,,,,,,,,,,HEL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=HEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,42,4177,1,2,<Response [200]>,2025-10-29T12:02:23.439209,
,,,,,,,,,,,TLS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=TLS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,42,4188,1,2,<Response [200]>,2025-10-29T12:02:26.167005,
,,,,,,,,,,,OTP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=OTP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,43,4201,1,2,<Response [200]>,2025-10-29T12:02:30.617685,
,,,,,,,,,,,FRA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=FRA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,42,4164,1,2,<Response [200]>,2025-10-29T12:02:33.571818,
,,,,,,,,,,,MRS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=MRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,44,4335,1,2,<Response [200]>,2025-10-29T12:02:36.752897,
,,,,,,,,,,,ATH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=ATH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,39,3810,1,3,<Response [200]>,2025-10-29T12:02:39.768460,
,,,,,,,,,,,PMI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=PMI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,36,3555,1,3,<Response [200]>,2025-10-29T12:02:42.858996,
,,,,,,,,,,,MUC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=MUC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,38,3737,1,3,<Response [200]>,2025-10-29T12:02:45.725814,
,,,,,,,,,,,TRD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=TRD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,33,3287,1,3,<Response [200]>,2025-10-29T12:02:48.960607,
,,,,,,,,,,,MAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=MAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,34,3345,1,3,<Response [200]>,2025-10-29T12:02:51.803852,
,,,,,,,,,,,BER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,32,3135,1,3,<Response [200]>,2025-10-29T12:02:54.521487,
,,,,,,,,,,,AGP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=AGP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,32,3133,1,3,<Response [200]>,2025-10-29T12:02:57.172148,
,,,,,,,,,,,OPO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,origin=OPO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,31,3016,1,3,<Response [200]>,2025-10-29T12:02:59.980865,
,,,,,,CDG,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1077,107684,1,0,<Response [200]>,2025-10-29T12:03:10.944429,
,,,,,,AMS,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,1112,111194,1,0,<Response [200]>,2025-10-29T12:03:21.173604,
,,,,,,ORY,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,522,52159,1,0,<Response [200]>,2025-10-29T12:03:26.428391,
,,,,,,FCO,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FCO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,166,16599,1,1,<Response [200]>,2025-10-29T12:03:31.745005,
,,,,,,LHR,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LHR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,105,10464,1,1,<Response [200]>,2025-10-29T12:03:37.541247,
,,,,,,CPH,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,105,10446,1,1,<Response [200]>,2025-10-29T12:03:42.286498,
,,,,,,MAD,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,99,9862,1,1,<Response [200]>,2025-10-29T12:03:46.789520,
,,,,,,ARN,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ARN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,101,10083,1,1,<Response [200]>,2025-10-29T12:03:52.525347,
,,,,,,OSL,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OSL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,100,9944,1,1,<Response [200]>,2025-10-29T12:03:56.831324,
,,,,,,LIN,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,88,8753,1,1,<Response [200]>,2025-10-29T12:04:00.252278,
,,,,,,NCE,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NCE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,81,8055,1,1,<Response [200]>,2025-10-29T12:04:03.867830,
,,,,,,BCN,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BCN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,72,7177,1,1,<Response [200]>,2025-10-29T12:04:07.401010,
,,,,,,LYS,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,60,5979,1,2,<Response [200]>,2025-10-29T12:04:10.469179,
,,,,,,BGO,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,53,5213,1,2,<Response [200]>,2025-10-29T12:04:13.765696,
,,,,,,LIS,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LIS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,50,4913,1,2,<Response [200]>,2025-10-29T12:04:17.232788,
,,,,,,DUB,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DUB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,42,4181,1,2,<Response [200]>,2025-10-29T12:04:20.489065,
,,,,,,HEL,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HEL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,46,4561,1,2,<Response [200]>,2025-10-29T12:04:23.716173,
,,,,,,TLS,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,42,4187,1,2,<Response [200]>,2025-10-29T12:04:26.360857,
,,,,,,OTP,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OTP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,41,4058,1,2,<Response [200]>,2025-10-29T12:04:30.355605,
,,,,,,FRA,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FRA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,42,4178,1,2,<Response [200]>,2025-10-29T12:04:33.298931,
,,,,,,MRS,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MRS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,44,4325,1,2,<Response [200]>,2025-10-29T12:04:36.504805,
,,,,,,ATH,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,39,3825,1,3,<Response [200]>,2025-10-29T12:04:39.464577,
,,,,,,PMI,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PMI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,37,3686,1,3,<Response [200]>,2025-10-29T12:04:42.793879,
,,,,,,MUC,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MUC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,38,3774,1,3,<Response [200]>,2025-10-29T12:04:45.735715,
,,,,,,TRD,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TRD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,36,3574,1,3,<Response [200]>,2025-10-29T12:04:48.725097,
,,,,,,MAN,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,34,3353,1,3,<Response [200]>,2025-10-29T12:04:51.703849,
,,,,,,BER,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,32,3136,1,3,<Response [200]>,2025-10-29T12:04:54.330404,
,,,,,,AGP,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AGP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,31,3097,1,3,<Response [200]>,2025-10-29T12:04:57.079336,
,,,,,,OPO,,,,,,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OPO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,31,3018,1,3,<Response [200]>,2025-10-29T12:04:59.600163,
